Location,Property subtype,Price,Number of bedrooms,Living area,Open fireplace,Terrace,Garden,Surface area land,Number of facades,Pool,Condition
Wingene,HOUSE,399000.0,3.0,210.0,0,0,0,1056.0,4,0,1
Sint-amands,HOUSE,375000.0,2.0,180.0,0,1,1,259.0,4,0,0
Deurne,HOUSE,369900.0,3.0,225.0,0,0,1,160.0,2,0,0
Andenne,HOUSE,260000.0,4.0,275.0,0,1,0,231.0,2,0,0
Borgloon,MIXED_USE_BUILDING,725000.0,5.0,908.0,0,1,1,1480.0,3,0,0
WERPIN,HOUSE,399000.0,3.0,539.0,0,1,1,1385.0,4,0,0
Goesnes,HOUSE,419000.0,3.0,160.0,0,1,1,1003.0,4,0,1
Anderlecht,HOUSE,389000.0,3.0,120.0,0,1,1,653.0,4,0,1
Geraardsbergen,HOUSE,189000.0,2.0,99.0,0,1,1,205.0,2,0,0
Stevoort,HOUSE,295000.0,4.0,189.0,0,1,1,395.0,2,0,1
Stevoort,MIXED_USE_BUILDING,295000.0,4.0,189.0,0,0,1,395.0,2,0,1
SINT-KATELIJNE-WAVER,VILLA,640000.0,3.0,250.0,0,1,1,681.0,4,0,0
Temse,HOUSE,339000.0,6.0,236.0,0,1,1,139.0,2,0,0
Feluy,HOUSE,300000.0,4.0,150.0,0,1,0,710.0,3,0,1
Harelbeke,HOUSE,315000.0,3.0,177.0,0,1,1,222.0,2,0,0
Deurne,HOUSE,218500.0,3.0,80.0,0,0,1,71.0,2,0,0
Nivelles,HOUSE,300000.0,4.0,150.0,0,1,0,710.0,3,0,1
Leuven,HOUSE,400000.0,3.0,120.0,0,1,1,164.0,2,0,1
HOLLAIN,HOUSE,210000.0,4.0,145.0,0,1,0,540.0,2,0,0
SINT-JANS-MOLENBEEK,HOUSE,325000.0,5.0,170.0,0,0,0,91.0,2,0,1
AUVELAIS,HOUSE,190000.0,2.0,180.0,0,1,0,485.0,3,0,1
SINT-NIKLAAS,HOUSE,232000.0,2.0,123.0,0,0,0,130.0,2,0,0
Familleureux,HOUSE,145000.0,2.0,110.0,0,0,1,135.0,2,0,1
Genval,HOUSE,315000.0,3.0,138.0,0,0,1,1179.0,3,0,1
Deerlijk,HOUSE,218000.0,3.0,162.0,1,0,1,388.0,4,0,1
Wevelgem,HOUSE,130000.0,4.0,165.0,0,0,1,121.0,2,0,1
Waregem,HOUSE,199000.0,3.0,126.0,0,0,1,244.0,3,0,1
Kuurne,HOUSE,295000.0,4.0,182.0,0,0,1,262.0,2,0,0
Gentbrugge,HOUSE,438000.0,4.0,201.0,0,0,1,161.0,2,0,0
Tongeren,HOUSE,569000.0,4.0,285.0,1,0,1,557.0,4,0,1
Zelzate,HOUSE,245000.0,4.0,223.0,0,0,1,230.0,2,0,0
Willebroek,HOUSE,290000.0,3.0,140.0,0,0,0,190.0,2,0,0
Huy,HOUSE,395000.0,9.0,385.0,0,1,1,647.0,2,0,0
Oudenaarde (Ename),HOUSE,423000.0,3.0,183.0,1,0,0,1027.0,4,0,1
Molenbeek-St-Jean,HOUSE,370000.0,4.0,160.0,0,0,0,60.0,2,0,0
Charleroi Ransart,HOUSE,295000.0,4.0,220.0,0,1,0,350.0,4,0,0
Stekene,HOUSE,489000.0,5.0,306.0,0,0,0,927.0,4,0,0
Linkebeek,VILLA,1150000.0,5.0,450.0,1,1,0,1200.0,4,0,0
Antwerpen,HOUSE,450000.0,3.0,150.0,1,1,1,150.0,3,0,0
Hannut,HOUSE,305000.0,3.0,154.0,1,0,1,619.0,4,0,0
Middelkerke,HOUSE,199000.0,3.0,100.0,0,1,0,98.0,2,0,0
Grimbergen,HOUSE,420000.0,4.0,165.0,1,1,1,226.0,2,0,0
Manage,MIXED_USE_BUILDING,250000.0,2.0,289.0,0,1,1,220.0,3,0,1
Herstal,MIXED_USE_BUILDING,319000.0,0.0,270.0,0,0,0,1705.0,2,0,1
MONS-LEZ-LIÈGE,HOUSE,450000.0,3.0,200.0,0,1,1,1123.0,4,0,0
Juprelle,HOUSE,320000.0,4.0,180.0,0,1,1,1340.0,4,0,1
Oostkamp,HOUSE,545000.0,4.0,204.0,1,0,1,767.0,4,0,0
Huy,HOUSE,229500.0,3.0,115.0,0,1,1,276.0,2,0,0
Wezembeek-Oppem,HOUSE,450000.0,3.0,100.0,0,0,1,1145.0,4,0,1
Chaumont-Gistoux,HOUSE,355000.0,2.0,185.0,0,0,0,555.0,4,0,1
Cuesmes,HOUSE,275000.0,2.0,279.0,0,1,1,394.0,2,1,1
Pervijze,HOUSE,349000.0,3.0,170.0,1,1,1,713.0,4,0,0
Lembeek,HOUSE,360000.0,2.0,92.0,0,1,0,2971.0,4,0,1
Lauwe,HOUSE,139000.0,3.0,225.0,0,1,1,277.0,2,0,1
Mons,HOUSE,139000.0,4.0,120.0,0,0,1,110.0,2,0,1
DEFTINGE,MIXED_USE_BUILDING,475000.0,4.0,170.0,0,1,1,769.0,3,0,1
Geraardsbergen,HOUSE,230000.0,3.0,156.0,0,1,0,382.0,2,0,0
OVERBOELARE,MIXED_USE_BUILDING,199900.0,3.0,90.0,0,1,1,250.0,2,0,0
MOERBEKE,MIXED_USE_BUILDING,215000.0,3.0,240.0,0,0,0,606.0,4,0,1
Herseaux,HOUSE,309000.0,3.0,140.0,0,1,0,352.0,3,0,0
DEFTINGE,HOUSE,475000.0,4.0,170.0,0,1,1,769.0,3,0,1
Geraardsbergen,MIXED_USE_BUILDING,230000.0,3.0,156.0,0,1,0,382.0,2,0,0
OVERBOELARE,HOUSE,199900.0,3.0,90.0,0,1,1,250.0,2,0,0
MOERBEKE,HOUSE,215000.0,3.0,240.0,0,0,0,606.0,4,0,1
Nivelles,HOUSE,495000.0,4.0,210.0,0,1,0,539.0,2,0,1
Péronnes-lez-Binche,HOUSE,130000.0,3.0,206.0,0,1,0,235.0,3,0,1
Falisolle,HOUSE,95000.0,3.0,220.0,0,0,0,960.0,3,0,1
Bellaire = Beyne-Heusay,HOUSE,339000.0,3.0,161.0,0,1,0,689.0,4,0,1
Gent,MANSION,795000.0,4.0,184.0,0,1,1,166.0,2,0,0
Gent,HOUSE,795000.0,4.0,184.0,0,1,1,166.0,2,0,0
Zaventem,HOUSE,350000.0,3.0,150.0,0,0,1,389.0,3,0,1
Willebroek,HOUSE,395000.0,4.0,160.0,0,1,1,1176.0,2,0,0
Ninove,HOUSE,325000.0,4.0,350.0,0,1,0,516.0,2,0,1
Lasne,VILLA,1245000.0,5.0,300.0,0,1,1,2220.0,4,0,0
Verviers,HOUSE,240000.0,3.0,120.0,0,1,1,577.0,4,0,0
Koksijde,HOUSE,390000.0,6.0,407.0,0,0,0,355.0,2,0,1
Dessel,HOUSE,235000.0,4.0,225.0,0,1,0,476.0,3,0,1
Hamois,HOUSE,350000.0,3.0,165.0,0,1,0,1050.0,4,0,0
Somme-Leuze Noiseux,HOUSE,259000.0,3.0,140.0,0,1,1,518.0,2,0,0
Tellin Resteigne,HOUSE,195000.0,3.0,110.0,0,1,0,697.0,3,0,0
Erpe-Mere,HOUSE,450000.0,5.0,218.0,0,1,1,1550.0,3,0,0
Libramont-Chevigny,HOUSE,359000.0,4.0,285.0,0,1,0,1158.0,4,0,1
Grimbergen,HOUSE,419000.0,5.0,190.0,0,1,1,261.0,2,0,0
Herne,VILLA,535000.0,5.0,245.0,0,1,0,788.0,4,0,0
Liege,MANSION,549000.0,6.0,295.0,0,1,1,160.0,2,0,0
Evere,HOUSE,499000.0,4.0,172.0,0,1,1,187.0,2,0,0
Hulshout,HOUSE,415000.0,3.0,115.0,0,1,0,856.0,4,0,0
Antwerpen Borgerhout,HOUSE,274000.0,4.0,160.0,0,1,1,188.0,2,0,1
Brugge,HOUSE,259000.0,4.0,96.0,0,1,0,70.0,2,0,0
Sleidinge,HOUSE,395000.0,3.0,138.0,0,0,0,200.0,2,0,0
Oostham,HOUSE,539000.0,4.0,350.0,0,0,0,1554.0,4,0,0
Zonhoven,HOUSE,259000.0,3.0,152.0,0,1,0,858.0,3,0,1
Kruibeke,HOUSE,250000.0,0.0,127.0,0,1,0,65.0,2,0,1
Saint-Gilles,HOUSE,540000.0,5.0,200.0,0,0,1,86.0,2,0,1
Geraardsbergen,VILLA,535000.0,5.0,245.0,0,1,0,788.0,4,0,0
Merelbeke,HOUSE,359000.0,3.0,115.0,0,0,0,480.0,2,0,1
Brugge,HOUSE,360000.0,3.0,125.0,0,1,1,138.0,2,0,0
Hoboken,HOUSE,235000.0,2.0,145.0,0,0,0,85.0,2,0,1
Les Bons Villers,HOUSE,335000.0,3.0,140.0,0,0,1,632.0,3,0,0
La Bouverie,HOUSE,130000.0,2.0,95.0,0,1,1,290.0,2,0,0
Wemmel,HOUSE,650000.0,3.0,250.0,0,1,1,475.0,3,0,0
Overijse,VILLA,275000.0,4.0,200.0,0,0,0,620.0,4,0,1
Antwerp,HOUSE,225000.0,4.0,160.0,0,0,0,60.0,2,0,1
Fayt-lez-manage,HOUSE,149000.0,3.0,157.0,0,1,1,358.0,2,0,0
Aywaille,HOUSE,210000.0,3.0,115.0,0,0,0,61.0,2,0,0
Gooik,HOUSE,225000.0,1.0,101.0,0,1,1,130.0,3,0,0
Liedekerke,HOUSE,299000.0,3.0,145.0,0,0,0,261.0,3,0,1
Antwerp,MANSION,630000.0,4.0,205.0,0,0,1,110.0,2,0,0
Mol,HOUSE,349500.0,4.0,210.0,0,0,0,733.0,3,0,0
Avelgem,HOUSE,235000.0,3.0,140.0,1,0,1,462.0,3,0,1
Sint-Pieters-Leeuw,HOUSE,325000.0,3.0,120.0,0,1,0,80.0,2,0,0
Mettet,VILLA,239000.0,3.0,149.0,0,1,0,950.0,4,0,0
Turnhout,HOUSE,159000.0,2.0,118.0,0,0,0,138.0,2,0,1
Vosselaar,HOUSE,209000.0,2.0,125.0,0,1,1,570.0,3,0,1
Turnhout,HOUSE,264000.0,3.0,127.0,0,1,0,227.0,2,0,0
Lanaken,HOUSE,249000.0,2.0,119.0,0,1,1,375.0,3,0,0
Sint-Niklaas,HOUSE,550000.0,3.0,144.0,0,0,1,1478.0,4,0,1
Liege,HOUSE,150000.0,2.0,100.0,0,0,0,65.0,2,0,0
Oupeye,HOUSE,280000.0,4.0,200.0,0,1,1,480.0,4,0,0
Seraing,HOUSE,135000.0,3.0,127.0,0,1,1,130.0,2,0,0
Seraing,HOUSE,189500.0,3.0,90.0,0,1,1,286.0,3,0,0
Aalst,HOUSE,273000.0,4.0,140.0,0,1,1,120.0,2,0,0
SINT-AGATHA-BERCHEM,HOUSE,520000.0,6.0,260.0,0,1,1,142.0,2,0,0
Zedelgem,VILLA,549000.0,3.0,200.0,1,1,1,338.0,4,0,0
Wevelgem,HOUSE,323000.0,3.0,115.0,1,1,1,927.0,3,0,1
Bornem,HOUSE,369000.0,3.0,235.0,1,0,1,240.0,2,0,1
Grobbendonk,HOUSE,695000.0,6.0,305.0,1,0,1,666.0,4,0,0
Quiévrain,HOUSE,200000.0,2.0,393.0,0,1,1,1138.0,3,0,0
Herne,HOUSE,415000.0,4.0,248.0,0,1,1,1342.0,3,0,1
Brecht,HOUSE,465000.0,3.0,188.0,0,1,1,528.0,4,0,0
Izegem,HOUSE,337000.0,3.0,153.0,0,1,1,253.0,2,0,0
Hasselt,HOUSE,320000.0,3.0,144.0,0,1,1,1311.0,3,1,1
Linkebeek,HOUSE,360000.0,3.0,106.0,0,1,1,200.0,2,0,0
Linkebeek,HOUSE,350000.0,2.0,115.0,1,0,1,115.0,2,0,0
Geraardsbergen,HOUSE,130000.0,4.0,150.0,0,0,0,60.0,2,0,1
Herstal,HOUSE,175000.0,3.0,554.0,0,0,1,425.0,3,0,1
Gavere,HOUSE,390000.0,3.0,206.0,0,0,1,519.0,3,0,0
Chimay  (l'Escaillere),VILLA,220000.0,4.0,151.0,0,1,1,600.0,4,0,0
Gullegem,HOUSE,259000.0,3.0,139.0,0,0,1,260.0,2,0,0
Gullegem,HOUSE,275000.0,4.0,186.0,0,0,0,750.0,2,0,0
Diksmuide,HOUSE,330000.0,3.0,158.0,0,0,1,707.0,4,0,0
Ingelmunster,HOUSE,415000.0,4.0,289.0,1,1,1,610.0,4,0,0
Ooigem,HOUSE,315000.0,4.0,215.0,1,1,1,933.0,2,0,0
Putte,VILLA,882000.0,5.0,343.0,0,1,0,1426.0,4,0,0
Beauvechain,HOUSE,581000.0,3.0,200.0,0,1,0,1465.0,4,0,0
Beauvechain,HOUSE,560000.0,3.0,200.0,0,1,0,1288.0,4,0,0
Sivry-Rance Sautin,HOUSE,189000.0,3.0,200.0,0,1,0,2800.0,4,0,1
La Louviere,HOUSE,135000.0,3.0,130.0,0,0,0,172.0,2,0,0
Sombreffe,HOUSE,295000.0,3.0,180.0,0,1,0,567.0,4,0,1
Bertem,HOUSE,535000.0,3.0,165.0,0,1,1,378.0,2,0,0
Sint-Truiden,HOUSE,275000.0,3.0,150.0,0,0,1,202.0,2,0,0
Olmen,HOUSE,299000.0,2.0,300.0,0,0,1,1817.0,4,0,0
Rumst,HOUSE,315000.0,3.0,177.0,0,1,1,322.0,3,0,1
Tongeren,HOUSE,160000.0,2.0,120.0,0,1,0,65.0,2,0,0
Otegem,HOUSE,645000.0,4.0,238.0,0,0,0,3440.0,4,0,0
Bevel,VILLA,465000.0,3.0,238.0,0,1,1,462.0,4,0,0
Brugge,MANSION,495000.0,3.0,247.0,0,1,1,350.0,2,0,0
Scheldewindeke,VILLA,835000.0,3.0,240.0,0,0,0,2950.0,4,0,0
Leopoldsburg,VILLA,725000.0,6.0,318.0,0,0,1,1946.0,4,0,0
Leuven Kessel-Lo,HOUSE,259000.0,3.0,103.0,0,0,0,58.0,2,0,1
Hasselt,HOUSE,370000.0,3.0,274.0,0,1,0,742.0,4,0,0
Halle,HOUSE,235000.0,2.0,77.0,0,1,0,265.0,2,0,1
Koksijde,HOUSE,340000.0,3.0,150.0,0,1,0,132.0,2,0,1
Ronse,HOUSE,95000.0,2.0,113.0,0,0,1,122.0,2,0,1
SINT-NIKLAAS,HOUSE,269000.0,3.0,162.0,0,1,1,198.0,2,0,0
Engis,HOUSE,69000.0,2.0,77.0,0,0,0,116.0,3,0,1
Deurne,HOUSE,299000.0,3.0,140.0,0,0,1,79.0,2,0,0
Gilly,HOUSE,165000.0,3.0,140.0,0,1,1,280.0,2,0,0
Sint-Katelijne-Waver,HOUSE,589000.0,2.0,195.0,0,1,0,1195.0,4,0,0
Hove,HOUSE,739500.0,3.0,195.0,0,1,1,1040.0,4,0,0
Hove,HOUSE,739500.0,3.0,195.0,0,1,1,1040.0,4,0,0
Blankenberge,HOUSE,289000.0,3.0,113.0,0,1,0,133.0,3,0,0
Mechelen,HOUSE,339000.0,3.0,135.0,0,1,1,218.0,2,0,0
Oostende,HOUSE,225000.0,3.0,115.0,0,0,1,145.0,3,0,1
Maaseik,HOUSE,390000.0,3.0,170.0,0,0,1,630.0,4,0,1
Glabbeek,HOUSE,339000.0,3.0,200.0,0,1,1,980.0,4,0,0
La Louvière Maurage,HOUSE,225000.0,3.0,173.0,0,1,1,248.0,2,0,0
Schoten,VILLA,695000.0,5.0,400.0,0,1,0,2269.0,4,0,0
Gerpinnes,HOUSE,165000.0,2.0,112.0,0,1,1,100.0,4,0,0
Zele,HOUSE,365000.0,3.0,140.0,0,0,0,324.0,3,0,0
Sint-Lievens-Houtem,HOUSE,215000.0,5.0,305.0,0,1,0,179.0,2,0,1
La Hulpe,MIXED_USE_BUILDING,574000.0,2.0,195.0,0,1,0,160.0,2,0,1
Opwijk,HOUSE,392110.0,2.0,160.0,0,1,1,120.0,2,0,1
Opwijk,HOUSE,407364.0,3.0,163.0,0,1,1,151.0,3,0,1
Comblain-au-Pont,MIXED_USE_BUILDING,190000.0,3.0,265.0,0,0,0,201.0,2,0,1
Boom,HOUSE,480000.0,7.0,280.0,0,1,0,125.0,2,0,0
Liège Chênée,HOUSE,95000.0,2.0,66.0,0,0,0,45.0,2,0,1
Oostende,HOUSE,199000.0,4.0,186.0,0,1,1,234.0,2,0,1
Mouscron,HOUSE,439000.0,3.0,210.0,0,1,1,850.0,3,0,0
Schelle,HOUSE,369000.0,3.0,181.0,0,0,1,174.0,2,0,0
Weismes,HOUSE,398000.0,4.0,390.0,0,0,0,5750.0,4,0,1
Neufvilles,VILLA,375000.0,3.0,120.0,0,1,0,1000.0,4,0,1
Houdeng-Aimeries,HOUSE,265000.0,3.0,250.0,1,1,0,368.0,2,0,1
Soignies,HOUSE,449500.0,7.0,277.0,0,1,0,245.0,2,0,1
Soignies,HOUSE,249500.0,3.0,175.0,0,1,0,199.0,2,0,1
Malle,HOUSE,299900.0,2.0,100.0,0,0,1,510.0,4,0,0
Arendonk,HOUSE,445000.0,4.0,352.0,1,1,1,1910.0,4,0,0
Dilbeek,HOUSE,600000.0,4.0,216.0,0,1,0,350.0,4,0,0
Molenbeek-Saint-Jean,HOUSE,530000.0,6.0,340.0,0,1,1,340.0,2,0,1
Aalst,HOUSE,215000.0,2.0,126.0,0,1,1,131.0,2,0,1
SCHOONAARDE,HOUSE,250000.0,4.0,150.0,0,0,0,159.0,2,0,1
Oostrozebeke,HOUSE,330000.0,3.0,135.0,0,1,1,308.0,3,0,1
Izegem,HOUSE,285000.0,3.0,360.0,0,1,1,360.0,2,0,0
Braine-l'Alleud,VILLA,465000.0,3.0,130.0,1,1,1,880.0,4,0,0
Rotselaar,HOUSE,335000.0,3.0,138.0,0,1,1,800.0,4,0,1
ESTAIMBOURG,HOUSE,275000.0,3.0,150.0,0,0,1,487.0,4,0,1
INGOOIGEM,HOUSE,256000.0,3.0,175.0,0,1,1,410.0,3,0,1
Zwevegem,HOUSE,219000.0,3.0,111.0,0,0,0,252.0,3,0,1
St-Genesius-Rode,HOUSE,479000.0,3.0,140.0,0,1,1,920.0,4,0,1
Hoboken,MIXED_USE_BUILDING,495000.0,4.0,473.0,0,0,0,175.0,2,0,0
Wilrijk,MIXED_USE_BUILDING,299000.0,3.0,278.0,0,0,0,248.0,2,0,1
Angleur,HOUSE,185000.0,6.0,190.0,0,1,1,200.0,2,0,1
Ortho,HOUSE,395000.0,5.0,350.0,0,1,1,1285.0,4,0,0
Braine-le-Comte,HOUSE,230000.0,2.0,110.0,0,0,1,245.0,2,0,1
Torhout,HOUSE,285000.0,4.0,190.0,0,1,1,241.0,2,0,0
Woluwe Saint Etienne,HOUSE,750000.0,5.0,273.0,1,1,1,2000.0,4,0,1
Wilrijk,HOUSE,310000.0,2.0,105.0,0,1,1,113.0,2,0,0
Brakel,HOUSE,365000.0,3.0,380.0,0,1,1,480.0,4,0,0
Zwijndrecht,HOUSE,245000.0,5.0,256.0,0,1,1,256.0,3,0,1
Tielt,HOUSE,299000.0,3.0,186.0,0,1,1,809.0,3,0,0
Charleroi,HOUSE,149900.0,4.0,219.0,0,1,0,460.0,3,0,1
Charleroi,HOUSE,214990.0,1.0,140.0,1,0,1,523.0,4,0,0
Aalbeke,HOUSE,179000.0,4.0,149.0,0,0,0,219.0,2,0,1
Charleroi Montignies-sur-Sambre,HOUSE,99900.0,2.0,62.0,0,0,0,40.0,2,0,0
Flénu,HOUSE,89000.0,2.0,100.0,0,1,0,1085.0,4,0,1
Booitshoeke,HOUSE,725000.0,3.0,274.0,0,0,0,7399.0,4,0,0
Hamme,VILLA,695000.0,3.0,200.0,1,1,1,1000.0,4,0,0
De Panne,HOUSE,299000.0,4.0,284.0,0,0,0,193.0,2,0,1
Biesmerée,HOUSE,259000.0,3.0,246.0,0,1,1,360.0,4,0,0
Molenbeek-Saint-Jean,HOUSE,550000.0,4.0,215.0,0,0,0,350.0,3,0,0
Verviers,HOUSE,270000.0,3.0,168.0,0,1,1,202.0,2,0,0
Beerse,MIXED_USE_BUILDING,450000.0,0.0,660.0,0,0,0,380.0,3,0,0
Zottegem,HOUSE,329000.0,4.0,165.0,0,1,0,220.0,3,0,0
Leopoldsburg,VILLA,488000.0,4.0,266.0,0,1,0,1163.0,4,0,0
Hellebecq,VILLA,260000.0,3.0,91.0,0,0,1,766.0,4,0,0
Jemeppe (-sur-meuse),MIXED_USE_BUILDING,445000.0,2.0,281.0,0,1,0,262.0,3,0,0
Donceel,HOUSE,350000.0,3.0,115.0,0,1,1,2090.0,4,0,0
Limelette,HOUSE,495000.0,3.0,187.0,0,1,1,510.0,4,0,0
Ans,HOUSE,399000.0,4.0,217.0,0,1,1,750.0,4,0,0
Haacht,HOUSE,259000.0,6.0,323.0,0,1,0,300.0,3,0,1
Jumet,HOUSE,139999.0,1.0,67.0,0,0,1,156.0,2,0,0
La Louviere,HOUSE,159000.0,1.0,82.0,0,1,0,55.0,3,0,0
Nassogne Forrières,MIXED_USE_BUILDING,165000.0,3.0,240.0,0,1,0,168.0,2,0,1
Charleroi Monceau-sur-Sambre,HOUSE,89000.0,3.0,124.0,0,0,0,110.0,2,0,1
Grobbendonk,HOUSE,319500.0,3.0,189.0,0,1,0,437.0,3,0,1
Vorselaar,HOUSE,319500.0,3.0,189.0,0,0,0,437.0,3,0,1
Soumagne,HOUSE,149000.0,2.0,80.0,0,1,0,130.0,3,0,0
Trooz,HOUSE,219000.0,5.0,278.0,0,1,1,1091.0,3,0,1
Herstal,HOUSE,149000.0,5.0,198.0,0,0,1,388.0,2,0,1
Crisnée,MIXED_USE_BUILDING,800000.0,0.0,275.0,0,0,0,3200.0,4,0,1
Zele,HOUSE,319000.0,3.0,125.0,0,1,1,300.0,2,0,0
Uccle,HOUSE,580000.0,5.0,230.0,0,1,1,250.0,2,0,1
NeufchÃteau Longlier,HOUSE,239000.0,4.0,314.0,0,0,0,1016.0,4,0,1
Turnhout,HOUSE,259000.0,3.0,127.0,0,1,1,96.0,2,0,0
Walhain,HOUSE,185000.0,3.0,135.0,0,1,0,325.0,4,0,1
Antwerp,HOUSE,345000.0,3.0,138.0,0,1,1,75.0,2,0,0
Affligem,VILLA,554000.0,3.0,375.0,0,1,1,1500.0,4,0,0
Haaltert Denderhoutem,VILLA,749000.0,4.0,558.0,0,1,1,1497.0,4,0,1
Doische,HOUSE,195000.0,3.0,130.0,0,1,0,1352.0,4,0,0
Boom,HOUSE,525000.0,4.0,210.0,0,1,1,270.0,3,0,0
Ronse,HOUSE,159000.0,2.0,155.0,0,1,1,150.0,2,0,1
Tienen,HOUSE,249000.0,2.0,150.0,0,1,0,111.0,2,0,0
Herent,HOUSE,265000.0,4.0,180.0,0,1,0,565.0,2,0,1
CHATELINEAU,HOUSE,149900.0,3.0,101.0,0,1,1,105.0,3,0,1
Grace-Hollogne,HOUSE,349500.0,5.0,160.0,0,1,1,1626.0,4,0,0
Kontich,HOUSE,1275000.0,5.0,353.0,0,1,0,3674.0,4,0,0
La Louvière Maurage,HOUSE,150000.0,2.0,174.0,0,0,0,2340.0,3,0,1
Begijnendijk Betekom,VILLA,450000.0,5.0,253.0,0,1,0,1578.0,4,0,1
Saint-Gilles,HOUSE,645000.0,4.0,250.0,0,1,0,96.0,2,0,0
Verviers,HOUSE,239000.0,3.0,175.0,0,1,0,326.0,2,0,0
Antwerpen Merksem,HOUSE,334000.0,4.0,146.0,0,0,0,102.0,2,0,0
Plombieres,HOUSE,209000.0,2.0,103.0,0,1,0,107.0,2,0,0
Westerlo,HOUSE,460000.0,3.0,219.0,0,1,1,877.0,4,0,1
Beersel,HOUSE,398000.0,3.0,152.0,0,1,0,786.0,4,0,0
Beringen,HOUSE,189000.0,3.0,144.0,0,1,0,229.0,3,0,1
Lummen,HOUSE,465000.0,3.0,211.0,0,1,0,523.0,4,0,1
Leopoldsburg,HOUSE,229000.0,5.0,205.0,0,1,0,360.0,2,0,1
Neerpelt Grote Heide,VILLA,949500.0,6.0,860.0,0,1,1,3121.0,4,1,0
Ittre,VILLA,1100000.0,6.0,770.0,0,1,0,3320.0,4,1,0
Sterrebeek,HOUSE,750000.0,4.0,204.0,0,1,0,526.0,3,0,0
Grez-Doiceau,HOUSE,400000.0,3.0,200.0,0,1,0,1495.0,4,0,1
Aalst,HOUSE,329000.0,3.0,170.0,0,1,0,218.0,3,0,1
Beringen,HOUSE,279000.0,4.0,202.0,0,0,0,1000.0,4,0,1
Brasschaat,VILLA,684000.0,4.0,228.0,0,1,0,1255.0,4,0,0
Bruxelles,MIXED_USE_BUILDING,2000000.0,8.0,587.0,0,1,0,129.0,2,0,0
Ninove Appelterre-Eichem,HOUSE,339000.0,3.0,170.0,0,1,0,320.0,3,0,0
Lievegem,HOUSE,255000.0,1.0,125.0,0,1,1,150.0,2,0,0
Brunehaut Jollain-Merlin,HOUSE,159000.0,3.0,150.0,0,0,1,1490.0,4,0,1
Brugge Sint-Kruis,HOUSE,279000.0,4.0,145.0,0,1,1,175.0,2,0,1
Trooz,HOUSE,129000.0,3.0,120.0,0,1,1,191.0,2,0,1
Trooz,HOUSE,209000.0,3.0,146.0,0,1,1,174.0,2,0,0
Liège,HOUSE,149000.0,2.0,134.0,0,1,1,967.0,3,0,0
Marchin,HOUSE,349000.0,3.0,145.0,0,1,1,1746.0,4,1,0
Ivoz-Ramet,HOUSE,195000.0,3.0,85.0,0,1,1,389.0,3,0,0
Morlanwelz,HOUSE,150000.0,2.0,97.0,0,1,1,100.0,2,0,0
Liege,HOUSE,240000.0,2.0,200.0,0,1,0,279.0,3,0,1
Lebbeke,HOUSE,695000.0,5.0,315.0,0,0,1,516.0,2,0,0
Vilvoorde (Koningslo),HOUSE,385000.0,4.0,115.0,0,1,1,144.0,2,0,0
Sint-amandsberg,HOUSE,395000.0,4.0,136.0,0,0,1,75.0,2,0,0
Bilzen,HOUSE,279000.0,4.0,280.0,0,0,1,278.0,2,0,1
Hasselt,HOUSE,395000.0,4.0,289.0,1,0,1,887.0,4,0,0
Bilzen,HOUSE,275000.0,1.0,117.0,0,0,0,696.0,4,0,1
Kortrijk,HOUSE,265000.0,4.0,156.0,0,0,1,151.0,2,0,0
Wondelgem,HOUSE,275000.0,3.0,130.0,0,0,0,80.0,2,0,0
Gent,HOUSE,299000.0,3.0,111.0,0,0,1,43.0,2,0,1
Nieuwpoort,VILLA,650000.0,3.0,152.0,0,0,1,966.0,4,0,1
Harelbeke,HOUSE,199000.0,2.0,144.0,0,0,0,70.0,2,0,0
Wervik,HOUSE,199000.0,3.0,220.0,0,1,1,420.0,2,0,1
Harelbeke,HOUSE,465000.0,4.0,178.0,0,0,0,582.0,4,0,0
Zwevegem,HOUSE,239000.0,3.0,266.0,0,0,0,470.0,2,0,0
Langdorp (Aarschot),HOUSE,275000.0,2.0,95.0,0,0,0,4630.0,4,0,0
Oudenaarde,HOUSE,359000.0,4.0,165.0,1,1,1,298.0,2,0,0
Antwerpen,HOUSE,560000.0,4.0,160.0,0,0,1,105.0,2,0,0
Herk-de-Stad,HOUSE,324000.0,3.0,103.0,0,0,0,383.0,3,0,1
Borgerhout,HOUSE,279000.0,4.0,162.0,0,0,0,79.0,2,0,0
Lessines,HOUSE,470000.0,4.0,267.0,0,1,1,5000.0,4,0,0
Merelbeke,HOUSE,267000.0,3.0,155.0,0,0,1,503.0,3,0,1
Heist-op-den-Berg,HOUSE,369000.0,2.0,119.0,0,1,1,6448.0,3,0,0
SINT-KATELIJNE-WAVER,HOUSE,438000.0,3.0,176.0,0,1,0,977.0,4,0,0
Damme,HOUSE,369000.0,3.0,140.0,0,0,1,745.0,4,0,1
Zonhoven,HOUSE,485000.0,3.0,210.0,0,0,1,469.0,3,0,0
Zelzate,HOUSE,295000.0,3.0,101.0,0,1,1,206.0,3,0,0
De Haan,HOUSE,490000.0,4.0,187.0,0,1,1,369.0,3,0,0
Oostende,HOUSE,265000.0,4.0,258.0,0,0,0,75.0,2,0,0
Antwerpen,HOUSE,299000.0,3.0,164.0,0,0,0,48.0,2,0,0
